timestamp,test_id,nnodes,tasks_per_node,collective_type,mpi_lib,mpi_lib_version,libswing_version,CUDA,output_level,MPI_Op,notes
2025_02_25___16_44_28,0,2,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Debug run with only allreduce
2025_02_25___16_55_27,0,4,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Debug run with all algorithms
2025_02_25___16_55_27,1,4,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,Debug run with all algorithms
2025_02_25___16_55_27,2,4,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,Debug run with all algorithms
2025_02_25___16_55_27,3,4,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Debug run with all algorithms
2025_02_27___14_35_55,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___14_35_55,1,16,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___14_35_55,2,16,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___14_35_55,3,16,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_32_46,0,32,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_32_46,1,32,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_32_46,2,32,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_37_05,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_32_46,3,32,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_37_05,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_34_02,0,64,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_37_05,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_37_05,3,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___21_34_02,1,64,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_34_02,2,64,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___21_34_02,3,64,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_28_18,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_08,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_28_18,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_28_18,2,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_28_18,3,256,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_08,1,16,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_30_34,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_33_01,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_08,2,16,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_36_03,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_34,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_36_17,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_34,2,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_30_08,3,16,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_30_34,3,256,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_33_01,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_36_03,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_32_31,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_36_17,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_33_01,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_36_03,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_36_17,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_33_01,3,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_36_03,3,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_32_31,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_27___22_34_31,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_27___22_32_31,2,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_08_17,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_08_17,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_08_17,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_08_17,3,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_07_45,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_42_51,0,64,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_07_45,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_07_45,2,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_42_51,1,64,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_42_51,2,64,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_07_45,3,256,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_42_51,3,64,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_42_02,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_42_02,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_43_06,0,128,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_42_02,2,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_42_02,3,256,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___18_43_06,1,128,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_43_06,2,128,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___18_43_06,3,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_35,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_17,0,8,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_28_43,0,2,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_35,1,16,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_28_43,1,2,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_28_43,2,2,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_29_03,0,4,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_35,2,16,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_29_17,1,8,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_28_43,3,2,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_17,2,8,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_29_03,1,4,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_29_35,3,16,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_17,3,8,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___22_29_03,2,4,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,all,null,null
2025_02_28___22_29_03,3,4,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,null
2025_02_28___21_37_22,0,512,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Swing Bdw crashed
2025_02_28___21_37_35,0,512,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Swing Bdw crashed
2025_02_28___21_37_58,0,512,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Swing Bdw crashed
2025_02_28___21_56_27,0,512,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,all,MPI_SUM,Swing Bdw crashed
2025_03_16___14_58_59,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_03_16___15_34_44,0,32,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_03_27___19_15_25,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_03_27___19_15_25,1,16,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_03_28___00_20_34,0,37,56,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,Test 2048 tasks on lumi
2025_03_28___00_20_34,1,37,56,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,Test 2048 tasks on lumi
2025_04_07___16_14_21,0,8,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_07___16_22_51,0,8,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_07___16_33_47,0,8,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_07___18_42_37,0,8,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_07___18_42_37,1,8,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_07___18_42_37,2,8,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_07___18_42_37,3,8,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
